type_label,type_start,type_end,subtype,title_de,description_de,title_en,part,division,subsection,group_label,group_title,grundtvig_no,grimm_no,page
1002,1002,1002,,Schädigung der Habe,"des Teufels durch Verkauf, ungünstigen Tausch oder Verschenken.",Wasting the property,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1003,1003,1003,,Pflügen,dem Hunde nach; Zugtiere und Pflug (Fuhrwerk) zerstückelt.,Plowing,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1004,1004,1004,,"Schweine in den Sumpf, Schafe in die Luft","das Vieh weggetrieben, die Schwänze der Schweine in den Sumpf, Leithammel auf Baum.","Pigs into the swamp, sheep into the air",II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1005,1005,1005,,Brückenbau,oder Wegbau mit den Körpern des geschlachteten Viehes.,Building a bridge,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1006,1006,1006,,Augenwerfen,(vgl. No. 1685).,Casting eyes,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1007,1007,1007,,,Anderweitige Tötung oder Schädigung des Viehes.,,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1008,1008,1008,,Wegbeleuchtung oder Rotanstreichen des Hauses,Haus angezündet.,"Lighting the road, or painting the house red",II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1009,1009,1009,,Tür der Vorratskammer bewachen,ausgehoben und mitgenommen (vgl. No. 1653 A).,Guarding the storeroom door,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1010,1010,1010,,Schädigung des Hauses oder Hausgerätes,unter Vorwand der Reparation oder dergl.,Damaging the house or the household gear,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1011,1011,1011,,Verwüstung des Obst- oder Weingartens,.,Laying waste the orchard or vineyard,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1012,1012,1012,,Reinigung des Kindes,Eingeweide herausgenommen und gereinigt.,Cleaning the child,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1013,1013,1013,,Grossmutter baden oder warm halten,in kochendes Wasser oder Ofen. [Beide? siehe No. 1563].,Bathing or warming grandmother,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1029,1029,1029,,Frau als Kuckuck auf Baum,erschossen.,The woman as cuckoo in the tree,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1000–1029,"Dienstkontrakt: Keiner darf zornig werden; der Knecht fügt dem Teufel (Riesen, auch Bauer u. s. w.) mannigfachen Schaden zu (Gg No. 55)",,,42
1030,1030,1030,,Ernteteilung,"Mensch (Fuchs) und Teufel (Bär); Teufel wählt von den Wurzelfrüchten den oberen, von den Halm- oder Hülsenfrüchten den unteren Teil.",The crop division,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,42
1031,1031,1031,,Scheunenbalken als Dreschflegel,.,The barn beam as flail,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,42
1035,1035,1035,,Mist ausräumen,.,Clearing out the dung,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,42
1036,1036,1036,,Schweine mit Ringelschwanz,"sollen dem Menschen gehören, die anderen dem Teufel. align=""right"" valign=""top"" |",Pigs with curly tails,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,42
1037,1037,1037,,Teufel schert Ferkel,statt Schaf.,The devil shears the piglets,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1045,1045,1045,,Zusammenziehen des Sees,mit Stricken.,Pulling the lake together,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1046,1046,1046,,"Drohung, das Magazin wegzutragen",zu diesem Zwecke ein grosser Strick geflochten.,The threat to carry off the storehouse,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1048,1048,1048,,Waldkauf,weder gerade noch krumme Bäume.,Buying wood,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1049,1049,1049,,Schwere Axt,ganzen Wald; schwere Eimer: ganzen Brunnen.,The heavy axe,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1050,1050,1050,,Baum fällen,.,Felling the tree,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,,43
1051,1051,1051,,Baum umgebogen,Luftsprung (Grimm No. 20).,The bent tree,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,20,43
1052,1052,1052,,Baum tragen,(auch Fuchs und Bär) (Grimm No. 20).,Carrying the tree,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1030–1059,Gemeinsame Arbeit des Menschen und Teufels (Gg No. 54),,20,43
1060,1060,1060,,Zerdrücken eines (vermeintlichen) Steines,"Rübe, Käse, Ei u. a. (Grimm No. 20).",Squeezing the (supposed) stone,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,20,43
1061,1061,1061,,Zerbeissen von Steinen,"einerseits, Erbsen, Nüssen etc. andererseits.",Biting stones,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1062,1062,1062,,Steinwerfen,Vogel (Grimm No. 20).,Throwing stones,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,20,43
1063,1063,1063,,Wettwerfen mit goldener Keule,auf Wolke.,The throwing contest with the golden club,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1070,1070,1070,,Ringkampf,"Späht, wohin er ihn werfen soll.",The wrestling match,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1071,1071,1071,,Ringkampf,Bär.,The wrestling match,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1072,1072,1072,,Wettlauf,Hase.,The race,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1073,1073,1073,,Wettklettern,Eichhorn.,The climbing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1074,1074,1074,,Wettlauf,Zweiter Mensch am Ziele.,The race,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1080,1080,1080,,Wettlachen,tote Stute mit grinsendem Maul.,The laughing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1081,1081,1081,,,"Wettkämpfe, bei denen andere Tiere als die erwähnten (Bär, Hase, Stute) den Menschen ersetzen.",,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1082,1082,1082,,Tragen des Pferdes,reitend.,Carrying the horse,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1083,1083,1083,,Zweikampf mit langer Stange,oder Knüttel.,The duel with long poles,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1084,1084,1084,,Wettschreien oder -pfeifen,.,The shouting or whistling contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1085,1085,1085,,Loch in Baum stossen,.,Pushing a hole into the tree,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1086,1086,1086,,In den Erdboden hineinspringen,.,Jumping into the ground,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1087,1087,1087,,Wettrudern,Bot vorher durchgesägt.,The rowing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1088,1088,1088,,Wettessen,Sack vor; Magen (Sack) aufgeschlitzt.,The eating contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1089,1089,1089,,Um die Wette dreschen,.,The threshing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1090,1090,1090,,Um die Wette mähen,.,The mowing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1091,1091,1091,,Wer ein sonderbareres Zugtier vorführt,". align=""right"" valign=""top"" |",Who can bring the stranger draft-animal,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,43
1092,1092,1092,,Wer einen sonderbareren Vogel schiesst,,Who can shoot the stranger bird,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1093,1093,1093,,Wettkampf in Worten,Aussprüchen.,The contest in words,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1094,1094,1094,,Gegenseitiges Verfluchen,Pfeile als Flüche zugesandt.,Cursing one another,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1095,1095,1095,,Sich gegenseitig mit den Nägeln zerkratzen,.,Scratching one another with the nails,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1096,1096,1096,,Schneider und Teufel nähen um die Wette,.,The tailor and the devil in a sewing contest,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1097,1097,1097,,Eismühle,.,The ice mill,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1060–1114,Wettstreit zwischen Mensch und Teufel (Gg No. 54),,,44
1115,1115,1115,,Mordversuch mit dem Beile,"Butterfass oder dergl. auf Lager (Grimm No. 20, Gg 54, 55).",The attempted murder with the axe,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,"20, Gg 54, 55",44
1116,1116,1116,,Verbrennungsversuch,.,The attempt at burning,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1117,1117,1117,,Die Fallgrube des Teufels (Riesen),"er wird durch List dazu gebracht, selbst hineinzufallen.",The pitfall of the devil (giant),II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1118,1118,1118,,Die Aussetzung auf der Insel,der Mann versteckt sich in den Kleidern des Teufels.,Marooning on the island,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1119,1119,1119,,Der Teufel tötet seine eigenen Kinder,Wechsel der Schlafstätte (Kopfbedeckungen) (vgl. No. 327 B).,The devil kills his own children,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1120,1120,1120,,Frau irrtümlich ins Wasser geworfen,.,The wife thrown into the water by mistake,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1121,1121,1121,,Frau in den Backofen geschoben,(vgl. No. 327 A).,The wife pushed into the oven,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1122,1122,1122,,,Frau irrtümlich in sonstiger Weise getötet.,,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1115–1129,Tötungsversuche,,,44
1130,1130,1130,,Auszahlung des Lohnes,Loch im Hut und Hut über Grube.,Paying out the wages,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1131,1131,1131,,Die heisse Grütze in den Rachen des Teufels,.,The hot porridge in the devil's throat,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1132,1132,1132,,Flucht des Teufels vor dem Knechte,.,The devil's flight from the farmhand,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1133,1133,1133,,Stark machen,kastriert.,Making strong,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1134,1134,1134,,Heilen oder stark machen,verbrüht oder sonstig verletzt.,"Healing, or making strong",II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1135,1135,1135,,Augengiessen,Selbstepisode.,Eye-pouring,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1136,1136,1136,,Selbstepisode bei sonstiger Verletzung,"des Teufels (Koboldes, Seenixe u. s. w.).",The self-episode at other injuries,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1137,1137,1137,,Riese geblendet (Potyphemsage),"Flucht unter dem Bauche des Widders. align=""right"" valign=""top"" |",The giant blinded (Polyphemus legend),II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,44
1138,1138,1138,,Bart vergolden,„Ein Solcher“.,Gilding the beard,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1139,1139,1139,,Teufel trägt den scheinbar Toten,.,The devil carries the sham-dead man,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1140,1140,1140,,Mit offenen Augen schlafen,"(Mensch behauptet, es zu tun).",Sleeping with open eyes,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1145,1145,1145,,"Der Teufel fürchtet sich vor dem, was knistert und raschelt",.,The devil is afraid of what crackles and rustles,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1146,1146,1146,,Mühlsteine,für die Perlen der Mutter erklärt u. dergl.,Millstones,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1147,1147,1147,,Donner für das Geräusch vom Wagen,des Bruders erklärt.,Thunder taken for the noise of a wagon,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1148,1148,1148,,Der Teufel und der Donner,(das Gewitter).,The devil and the thunder,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1149,1149,1149,,Kinder wollen Teufels Fleisch u. ähnl,.,"The children want the devil's flesh, and the like",II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1150,1150,1150,,Hunde des hl. Georg,Wölfe.,The hounds of St. George,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1151,1151,1151,,Grosse Schuhe,vor der Scheune.,The big shoes,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1145–1154,Teufel erschreckt oder eingeschüchtert,,,45
1155,1155,1155,,Ein Scheffel Korn von jeder Garbe,.,A bushel of grain from every sheaf,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1156,1156,1156,,Teufel teert das Boot des Mannes,", um ihm zu schaden.",The devil tars the man's boat,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1157,1157,1157,,Flinte als Tabakspfeife,.,The gun as tobacco pipe,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1158,1158,1158,,Der Teufel soll durch den Büchsenlauf in die Schmiede,der Schmied schiesst.,The devil is to enter the smithy through the gun-barrel,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1159,1159,1159,,Teufel will spielen lernen,"Finger festgekeilt (vgl. No. 151, 326).",The devil wants to learn to play,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1160,1160,1160,,Teufel im Spukschloss,Bart festgeschraubt (vgl. No. 326).,The devil in the haunted castle,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1161,1161,1161,,Der Bärenführer und sein Bär,der Bär treibt den Teufel aus der Stube; „Lebt die grosse Katze noch?“ (vgl. No. 957).,The bear-trainer and his bear,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1162,1162,1162,,Der eiserne Mann und der Teufel,.,The iron man and the devil,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1163,1163,1163,,"Teufel lehrt den Schmied, beim Schmieden Sand zu verwenden",.,The devil teaches the smith to use sand in forging,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1164,1164,1164,,Böses Weib in der Grube,.,The evil woman in the pit,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,,,,,45
1170,1170,1170,,Böses Weib im Glasschrank,als letzte Ware.,The evil woman in the glass case,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1171,1171,1171,,In jede Schlinge einen Hasen,Schlinge auf hohen Baum.,A hare in every snare,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1172,1172,1172,,Alle Steine,aus dem Bache oder vom Felde.,All the stones,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1173,1173,1173,,Knoten aus Tropfen,verschütteten Branntweins.,Knots from drops,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1174,1174,1174,,Strick aus Sand,.,A rope of sand,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1175,1175,1175,,Krauses Har gerade ziehn,.,Straightening curly hair,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1176,1176,1176,,Den Wind des Menschen fangen,oder einen Knoten daraus machen.,Catching a man's wind,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1179,1179,1179,,Der Teufel auf dem Schiffe,soll das Wasser auspumpen.,The devil on the ship,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1180,1180,1180,,Wasser im Sieb holen,der Teufel und die Magd.,Fetching water in a sieve,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1181,1181,1181,,Stück vom Körper,Fingernagel.,A piece of the body,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1182,1182,1182,,Gestrichener Scheffel,"Student dem Teufel verfallen, wenn er nicht in Jahresfrist ihm für übervollen Scheffel Geld wenigstens gestrichenen zurückgibt; streicht Scheffel sofort und gibt ihn zurück, behält nur Überschuss.",The leveled bushel,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1199,1199,1199,,Vaterunser,"Mensch dem Teufel oder Tode verfallen, darf nur noch das letzte Vaterunser beten; Teufel muss darauf warten.",The Lord's Prayer,II. Eigentliche Märchen,D. Märchen vom dummen Teufel (Riesen),,1170–1199,"Mensch verschreibt seine Seele dem Teufel; rettet sie durch List, meist indem er dem Teufel eine unmögliche Aufgabe stellt",,,46
1200,1200,1200,,Das Salzsäen,.,Sowing salt,III. Schwänke,,Schildbürgerschwänke,,,,,46
1201,1201,1201,,Das Pflügen,"vier Mann tragen das Pferd (den Feldhüter), damit es das Feld nicht zerstampft.",The plowing,III. Schwänke,,Schildbürgerschwänke,,,,,46
1202,1202,1202,,Das Kornschneiden,"die Sichel unbekannt, wird ertränkt (vgl. No. 1650) (Grimm No. 70). align=""right"" valign=""top"" |",The grain harvesting,III. Schwänke,,Schildbürgerschwänke,,,,70,46
1203,1203,1203,,Die Sense schneidet einem den Kopf ab,allen wird der Kopf abgeschnitten.,The scythe cuts off a man's head,III. Schwänke,,Schildbürgerschwänke,,,,,47
1210,1210,1210,,"Die Kuh wird auf das Dach gebracht, um zu weiden",(vgl. No. 1408).,The cow is taken onto the roof to graze,III. Schwänke,,Schildbürgerschwänke,,,,,47
1211,1211,1211,,"Die Bäuerin glaubt, dass die wiederkäuende Kuh ihr nachäfft",tötet die Kuh.,The peasant woman thinks the cud-chewing cow is mocking her,III. Schwänke,,Schildbürgerschwänke,,,,,47
1212,1212,1212,,Das Pferd wird über das Eis hingeschleift,.,The horse is dragged across the ice,III. Schwänke,,Schildbürgerschwänke,,,,,47
1220,1220,1220,,Das Fischnetz wird auf der Heide ausgespannt,.,The fishing net is stretched out on the heath,III. Schwänke,,Schildbürgerschwänke,,,,,47
1225,1225,1225,,Der Mann ohne Kopf in der Bärenhöhle,"der Bär reisst dem Manne den Kopf ab; „der Bart bewegte sich, als er Bohnen ass“.",The man without a head in the bear's den,III. Schwänke,,Schildbürgerschwänke,,,,,47
1226,1226,1226,,Der Hasenfang,die Schlinge auf dem Scheunendach.,Catching the hare,III. Schwänke,,Schildbürgerschwänke,,,,,47
1227,1227,1227,,"Die eine Frau will das Eichhorn fangen, die andere holt den Kochtopf","jene fällt vom Baume herunter und stirbt, diese zerbricht den Topf.","One woman is to catch the squirrel, the other fetches the cooking pot",III. Schwänke,,Schildbürgerschwänke,,,,,47
1228,1228,1228,,Das Schiesssen mit der Flinte,einer sieht in die Mündung des Flintenlaufes hinein.,Shooting with the gun,III. Schwänke,,Schildbürgerschwänke,,,,,47
1240,1240,1240,,Der auf dem Aste sitzende hackt den Ast ab,.,The man sitting on the branch cuts it off,III. Schwänke,,Schildbürgerschwänke,,,,,47
1241,1241,1241,,Der Baum soll heruntergezogen werden,ein Mann steckt seinen Kopf in das Geäst.,The tree is to be pulled down,III. Schwänke,,Schildbürgerschwänke,,,,,47
1242,1242,1242,,Das Aufladen des Holzes,"„wenn das Pferd das eine Scheit tragen kann, kann es auch das zweite tragen“.",Loading the wood,III. Schwänke,,Schildbürgerschwänke,,,,,47
1243,1243,1243,,Das Holz wird den Berg hinuntergetragen,"dann wieder hinauf gebracht, um hinunterzurollen.",The wood is carried down the mountain,III. Schwänke,,Schildbürgerschwänke,,,,,47
1244,1244,1244,,Der Balken wird in die Länge gezogen,.,The beam is stretched,III. Schwänke,,Schildbürgerschwänke,,,,,47
